1772942553.4636762,2,27.75,20.57,42.0
1772942554.4637663,2,27.74,20.6,42.0
1772942555.4788387,2,27.74,20.51,42.0
1772942558.464841,2,27.77,20.56,42.0
1772942558.4651067,2,27.78,20.49,42.0
1772942559.477728,2,27.74,20.46,42.0
1772942560.477826,2,27.69,20.41,42.0
1772942561.4776752,2,27.72,20.39,42.0
1772942563.4638503,2,27.71,20.23,42.0
1772942564.4639525,2,27.69,20.16,41.0
1772942566.4658349,2,27.71,20.04,41.0
1772942567.4658716,2,27.67,19.96,41.0
1772942568.4729314,2,27.67,19.89,41.0
1772942570.4646297,2,27.67,19.79,41.0
1772942571.4697144,2,27.68,19.79,41.0
1772942572.4699695,2,27.68,19.71,41.0
1772942574.4649105,2,27.71,19.67,40.0
1772942575.4699554,2,27.68,19.65,40.0
1772942576.4699469,2,27.68,19.67,40.0
1772942577.4698675,2,27.67,19.7,40.0
1772942578.4699075,2,27.65,19.71,39.0
1772942580.4911816,2,27.67,19.73,39.0
1772942580.4914627,2,27.67,19.81,39.0
1772942582.463847,2,27.65,19.74,38.0
1772942583.4648113,2,27.65,19.78,38.0
1772942584.4771895,2,27.62,19.83,38.0
1772942586.4667208,2,27.64,19.85,38.0
1772942587.4669418,2,27.65,19.81,38.0
1772942588.4717379,2,27.62,19.84,38.0
1772942589.4717114,2,27.64,19.84,38.0
1772942590.4719014,2,27.61,19.84,39.0
1772942591.4717586,2,27.62,19.9,39.0
1772942592.4758346,2,27.62,19.87,39.0
1772942593.4757347,2,27.57,19.9,39.0
1772942594.47612,2,27.57,19.94,39.0
1772942595.4757812,2,27.58,19.87,39.0
1772942596.47586,2,27.55,19.94,39.0
1772942599.4659543,2,27.55,19.97,38.0
1772942599.46617,2,27.57,19.93,38.0
1772942600.4670498,2,27.55,19.93,38.0
1772942601.4769154,2,27.53,19.93,38.0
1772942602.4768715,2,27.54,19.96,37.0
1772942603.4767973,2,27.53,19.98,37.0
1772942605.4768264,2,27.51,20.03,37.0
1772942605.477115,2,27.5,20.04,37.0
1772942606.4769654,2,27.5,20.04,37.0
1772942607.4769628,2,27.51,20.04,37.0
1772942608.4767172,2,27.48,20.04,37.0
1772942610.464891,2,27.48,20.07,37.0
1772942612.4649851,2,27.48,19.98,37.0
1772942612.4652786,2,27.5,19.98,37.0
1772942614.4759088,2,27.5,19.85,37.0
1772942615.4759026,2,27.47,19.78,37.0
